"id","submitdate","lastpage","startlanguage","seed","G01Q01","G01Q02","G01Q03","G02Q04","G02Q05","G02Q05[other]","G02Q06","G02Q06[other]","G02Q07","G02Q07[other]","G02Q08","G02Q09","G03Q10","G03Q11","G03Q12","G03Q13[1]","G03Q13[2]","G03Q13[3]","G03Q13[4]","G03Q13[5]","G03Q13[6]","G03Q13[7]","G03Q13[8]","G03Q13[9]","G03Q13[10]","G03Q13[11]","G03Q14[1]","G03Q14[2]","G03Q14[3]","G03Q14[4]","G03Q14[5]","G03Q14[6]","G03Q14[7]","G03Q14[8]","G03Q14[9]","G03Q14[10]","G04Q15","G04Q16[1]","G04Q16[2]","G04Q16[3]","G04Q16[4]","G04Q16[5]","G04Q16[6]","G04Q16[7]","G04Q16[8]","G04Q16[9]","G04Q16[10]","G04Q16[11]","G04Q16[12]","G04Q16[13]","G04Q16[14]","G04Q16[15]","G04Q16[16]","G04Q16[17]","G04Q16[18]","G04Q16[19]","G04Q16[20]","G05Q17","G05Q18[1]","G05Q18[2]","G05Q18[3]","G05Q18[4]","G05Q18[5]","G05Q19[1]","G05Q19[2]","G05Q19[3]","G05Q19[4]","G05Q19[5]","G05Q19[6]"
"13","1980-01-01 00:00:00","5","en","178470149","2","1","1","24","2","","4","","3","","Marketing","","","5","6","5","4","6","4","5","5","7","5","4","5","5","3","3","5","3","4","3","3","4","4","4","","5","2","5","4","2","3","4","5","1","3","3","2","2","4","2","2","2","2","2","1","","4","5","5","5","5","2","3","3","3","3","2"
"14","1980-01-01 00:00:00","5","en","1192945504","1","1","1","51","2","","4","","4","","IT service","Senior Consultant","","1","5","4","5","5","3","5","4","7","5","5","5","5","6","5","6","4","5","6","5","6","6","6","","6","3","4","1","6","3","5","5","1","2","1","3","3","6","5","5","2","2","3","2","","6","4","3","2","4","2","2","2","2","2","2"
"15","1980-01-01 00:00:00","5","en","788963181","1","1","1","35","1","","4","","3","","Marketing","Digital Marketing Workingstudent","","2","4","5","5","6","2","6","5","7","5","5","6","5","3","3","4","2","5","4","2","5","4","5","","5","5","2","4","4","5","4","3","1","6","3","5","4","3","5","4","4","3","6","3","","5","5","5","3","4","5","4","4","4","5","3"
"16","1980-01-01 00:00:00","5","en","1372350531","2","1","1","22","2","","4","","3","","marketing","marketing associate","","7","7","7","5","7","7","7","7","7","7","7","7","7","6","6","6","6","6","6","6","6","6","6","","6","4","4","5","3","3","4","4","1","3","1","2","2","5","5","3","2","2","2","2","","6","6","6","6","5","5","4","4","4","5","3"
"17","1980-01-01 00:00:00","5","en","1291754311","1","1","1","37","2","","4","","3","","Office","Office worker","","6","5","5","5","6","5","4","4","7","5","6","6","7","5","5","5","6","5","5","5","5","6","7","","4","5","6","2","2","3","4","5","1","5","2","4","2","4","3","4","3","3","4","2","","6","6","5","5","5","3","2","3","4","4","3"
"18","1980-01-01 00:00:00","5","en","201536358","1","1","1","35","2","","4","","4","","Marketing","Content Writer","","7","7","5","4","7","4","7","5","7","7","5","6","6","4","4","5","4","4","3","3","2","3","4","","5","5","2","4","2","4","2","1","1","4","7","4","4","2","2","1","5","3","4","2","","3","5","3","5","4","5","6","6","4","6","6"
"19","1980-01-01 00:00:00","5","en","1711068970","1","1","1","35","2","","3","","3","","Bildung","Studijob","","7","7","7","6","7","7","6","6","7","6","6","6","6","7","6","6","7","7","6","6","6","7","6","","6","6","6","6","5","5","7","6","1","6","2","6","5","4","7","5","6","5","5","2","","6","7","6","6","5","7","6","6","7","5","6"
"20","1980-01-01 00:00:00","5","en","1660730366","2","1","1","25","1","","4","","3","","AI","Consultant in AI","","6","6","7","5","6","5","6","6","7","6","5","6","6","6","5","5","6","6","6","6","6","6","6","","6","6","6","4","6","5","3","5","1","4","2","3","6","3","4","5","5","5","5","3","","6","6","5","4","6","6","5","5","5","5","6"
"21","1980-01-01 00:00:00","5","en","1885976581","1","1","1","51","2","","4","","4","","Government","Consultant Digital Tranformation","","6","4","5","5","6","6","5","6","7","5","6","5","6","5","4","3","3","4","3","3","5","2","5","","5","2","6","2","2","2","5","7","1","2","1","5","2","7","4","2","3","1","4","2","","5","6","5","6","3","5","6","3","4","4","5"
"22","1980-01-01 00:00:00","5","en","1451720357","1","1","1","36","2","","4","","3","","Werkstudent Marketing","","","6","5","6","6","6","6","6","6","7","7","6","7","7","6","5","6","6","6","7","7","6","5","6","","4","4","5","3","4","4","4","4","1","4","5","3","4","4","5","4","3","4","4","4","","4","4","4","4","4","4","4","4","4","4","4"
"23","","","en","2068828908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","1980-01-01 00:00:00","5","en","286049813","1","1","1","46","2","","4","","3","","Psychologisch Education ","I have a Student Job without leadership role. ","","7","6","6","7","7","5","6","6","7","5","6","6","7","6","6","7","5","7","7","5","6","7","7","","7","1","6","1","5","1","6","7","1","1","1","4","1","7","7","1","1","1","1","1","","7","7","7","7","6","1","6","4","2","7","7"
"25","1980-01-01 00:00:00","5","en","1355618721","1","1","1","35","1","","4","","4","","University","research associate","","3","5","6","5","6","6","6","6","7","6","6","6","6","3","2","3","2","3","2","2","2","2","2","","2","3","3","2","2","3","4","4","1","3","2","2","3","4","3","3","3","3","4","3","","5","5","3","4","4","2","2","2","2","2","2"
"26","1980-01-01 00:00:00","5","en","377563161","2","1","1","30","2","","4","","4","","-","-","","4","4","3","4","3","5","4","4","5","5","4","5","5","4","4","5","5","5","4","4","5","5","5","","3","4","5","4","5","5","4","5","5","5","5","4","5","5","5","4","5","4","4","4","","3","4","4","4","3","3","4","4","4","3","4"
"27","1980-01-01 00:00:00","5","en","867204197","1","1","1","41","1","","4","","5","","IT Consultant","Team lead","","5","6","6","5","6","5","6","6","7","5","6","6","7","5","5","6","5","5","5","6","6","5","5","","6","4","6","2","4","4","6","6","1","3","2","5","5","5","6","6","2","2","2","2","","6","5","5","5","5","4","4","4","6","5","5"
